[2025-10-02 09:39:01] [INFO    ] discord.client: logging in using static token
[2025-10-02 09:42:28] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2025-10-02 09:42:28] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-02 09:43:09] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2025-10-02 09:43:09] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-02 09:43:51] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2025-10-02 09:43:51] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-02 09:44:32] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2025-10-02 09:44:32] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-02 09:45:13] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 12.
[2025-10-02 09:45:13] [DEBUG   ] discord.gateway: Received WSMessage(type=<WSMsgType.CLOSED: 257>, data=None, extra=None)
[2025-10-02 09:45:13] [DEBUG   ] discord.gateway: Websocket closed with WSCloseCode.OK, attempting a reconnect.
[2025-10-02 09:45:13] [DEBUG   ] discord.client: Got a request to RESUME the websocket.
[2025-10-02 09:45:13] [DEBUG   ] discord.client: Dispatching event disconnect
[2025-10-02 09:45:13] [DEBUG   ] discord.gateway: Created websocket connected to wss://gateway-us-east1-b.discord.gg
[2025-10-02 09:45:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 10, 'd': {'heartbeat_interval': 41250, '_trace': ['["gateway-prd-arm-us-east1-b-gssz",{"micros":0.0}]']}}
[2025-10-02 09:45:13] [DEBUG   ] discord.gateway: Shard ID None has sent the RESUME payload.
[2025-10-02 09:45:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-02 09:45:13] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': 'RESUMED', 's': 13, 'op': 0, 'd': {'_trace': ['["gateway-prd-arm-us-east1-b-gssz",{"micros":621,"calls":["id_created",{"micros":0,"calls":[]},"session_lookup_time",{"micros":317,"calls":[]},"session_lookup_finished",{"micros":9,"calls":[]},"discord-sessions-prd-2-178",{"micros":21}]}]']}}
[2025-10-02 09:45:13] [DEBUG   ] discord.client: Dispatching event socket_event_type
[2025-10-02 09:45:13] [INFO    ] discord.gateway: Shard ID None has successfully RESUMED session 19846b409c58b2608d67374a15839144.
[2025-10-02 09:45:13] [DEBUG   ] discord.client: Dispatching event resumed
[2025-10-02 09:45:54] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-02 09:45:55] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-02 09:46:36] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-02 09:46:36] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-02 09:47:17] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-02 09:47:17] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-02 09:47:58] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-02 09:47:58] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
[2025-10-02 09:48:40] [DEBUG   ] discord.gateway: Keeping shard ID None websocket alive with sequence 13.
[2025-10-02 09:48:40] [DEBUG   ] discord.gateway: For Shard ID None: WebSocket Event: {'t': None, 's': None, 'op': 11, 'd': None}
